Emerging market by exchanges,,
,,
,,Domicile
B5MK3F,"Tongkun Group Co., Ltd. Class A",CHINA
654505,"Tongling Jingda Special Magnet Wire Co., Ltd. Class A",CHINA
643384,Tongling Zonfa Trinity Technology Co. Ltd. Class A,CHINA
674381,Tongwei Co. Ltd. Class A,CHINA
632725,Tongyang Cement & Energy Corp,SOUTH KOREA
B3D0VR,"TongYang Life Insurance Co., Ltd.",SOUTH KOREA
666113,Tongyang Merchant Bank,SOUTH KOREA
B1379V,Tongyang Networks Corp.,SOUTH KOREA
689480,"TONGYANG Securities, Inc.",SOUTH KOREA
B50KJR,Tongyang Value Ocean Special Purpose Acquisition Co.,SOUTH KOREA
689645,"TONGYANG, Inc.",SOUTH KOREA
B1M503,Tonic Fitness Technology Inc.,TAIWAN
689314,"Tonlin Department Store Co., Ltd.",TAIWAN
B44H87,Tons Lightology Inc.,TAIWAN
490569,Tonsil Sa Pln1,POLAND
662843,"TONTEC Technology Investment Group Co., Ltd Class A",CHINA
633394,Tontek Design Technology Ltd.,TAIWAN
B0VY3K,Toora Poland Sa Pln1 (A B),POLAND
689313,Top Cons & Dev Twd10,TAIWAN
680118,Top Energy Co. Ltd. Shanxi Class A,CHINA
B3P9ZC,Top Energy Saving System Corp.,TAIWAN
658560,"Top Engineering Co., Ltd.",SOUTH KOREA
B05L89,Top Glove Corporation Bhd.,MALAYSIA
B00KP0,Top High Image Corp.,TAIWAN
610875,Top Info Technolog Zar0.01,SOUTH AFRICA
B5L439,"Top Metal Works Co., Ltd.",SOUTH KOREA
672204,Top Union Electronics Corp.,TAIWAN
B037FQ,Top Yang Technology Enterprise Co. Ltd.,TAIWAN
609145,Topchoice Medical Investment Corp. Class A,CHINA
625408,"Topco Scientific Co., Ltd.",TAIWAN
B03HGT,Topco Technologies Corp.,TAIWAN
672639,"Topfield Co., Ltd",SOUTH KOREA
B1W8DB,"Topgreen Technology Co., Ltd.",TAIWAN
B724LT,Topkey Corporation,TAIWAN
B04G7L,"Topoint Technology Co., Ltd.",TAIWAN
667338,"Topower Computer Ind.Co., Ltd.",TAIWAN
B03MY5,Toprak Fin. Kir Try1,TURKEY
549035,Toprakbank Trl1000,TURKEY
B54VLG,"Topray Technologies, Inc.",TAIWAN
643219,Topro Technology Inc.,TAIWAN
B3VVQ7,Toptec Corp.,SOUTH KOREA
673938,Toptrend Tech Corp Twd10,TAIWAN
690360,Torah Cement Co.,EGYPT
B8KLPF,Torre Industrial Holdings Ltd.,SOUTH AFRICA
688918,Torrent Cables Inr10,INDIA
671356,Torrent Cables Ltd.,INDIA
B0XPSB,Torrent Pharmaceuticals Ltd,INDIA
637450,Torrent Power AEC,INDIA
B1JLL3,Torrent Power Limited,INDIA
686121,Torrent Power Sec Inr100,INDIA
B4WW14,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,TURKEY
B1Z4V2,"Total Access Communication Public Co., Ltd.",THAILAND
B4ZFGZ,Total Artefactos S Pen1.00 Cl 'A',PERU
B73X54,Total Artefactos SA,PERU
B2QQP0,Total Client Services Limited,SOUTH AFRICA
B03SH2,Total Exports Ltd.,INDIA
653780,Total Soft Bank Ltd.,SOUTH KOREA
B10LQP,Totvs S.A.,BRAZIL
689881,Toung Loong Textile Manufacturing Co. Ltd.,TAIWAN
614370,Tourism Finance Corporation of India Limited,INDIA
688207,Tourism Investment Corp,SOUTH AFRICA
B1TRB5,Tourism Urbanization,EGYPT
B03TJ4,"Tovis Co., Ltd.",SOUTH KOREA
B2R0QQ,Towarzystwo Finansowe SKOK S.A.,POLAND
570464,Towarzystwo Ubezpieczeniowe Europa S.A.,POLAND
BCDBFN,Tower Property Fund Ltd.,SOUTH AFRICA
B11YC2,Tower Real Estate Investment Trust,MALAYSIA
B4MSL2,TOYA S.A.,POLAND
637265,Toyama Electric Limited,INDIA
671241,Toyo Ink Group Bhd.,MALAYSIA
B5MTH6,Toyo-Thai Corp. Public Co. Ltd.,THAILAND
608056,Toyochem Corp. Bhd.,MALAYSIA
690000,Toyota South Afr Zar0.0167,SOUTH AFRICA
621467,Tozai Holdings Inc Krw500,SOUTH KOREA
B514ZP,Tpark Logistics Property Fund,THAILAND
B4XHP6,"TPC Co., Ltd",SOUTH KOREA
632132,TPC Mechatronics Corp,SOUTH KOREA
672565,TPC Plus Bhd.,MALAYSIA
B23FDJ,TPI - Triunfo Participacoes e Investimentos SA,BRAZIL
686905,TPI Polene Public Co. Ltd.,THAILAND
B5T7VM,"TPK Holding Co., Ltd.",TAIWAN
B0TMBG,TPL Plastech Limited,INDIA
B44JKV,"Tplex Co., Ltd",SOUTH KOREA
671693,Tpo Displays Corp Twd10,TAIWAN
B07C9M,Trabzonspor Sportif Yatirim ve Futbol Isletmeciligi Ticaret A.S.,TURKEY
653283,Tracoma Holdings B Myr1,MALAYSIA
B07C76,Tractebel Energia S.A.,BRAZIL
690094,Tractors Malaysia Holdings Bhd.,MALAYSIA
628240,Trade-Van Information Services Co.,TAIWAN
B04J22,Trade-Wings Ltd.,INDIA
629347,Tradehold Limited,SOUTH AFRICA
626021,Tradek Hldgs Zar0.01,SOUTH AFRICA
690081,Tradewinds (M) Berhad,MALAYSIA
668226,"Tradewinds Corp., Bhd.",MALAYSIA
B11M0Q,Tradewinds Plantation,MALAYSIA
B89H7M,Tradi SA,PERU
BGHPQJ,Trading Industrial Group Aessel,RUSSIA
B0LBQW,"Trais Co., Ltd",SOUTH KOREA
B2QKZ4,Trakcja-Tiltra SA,POLAND
B03MY6,Trakya Cam Sanayii A.S.,TURKEY
690185,Trang Seafood Products Public Co. Ltd.,THAILAND
690242,Trans Capital Hldg Myr1,MALAYSIA
638056,Trans Freight Containers Limited,INDIA
616426,Trans Hex Group Limited,SOUTH AFRICA
690246,Trans-Asia Oil & Energy Development Corp.,PHILIPPINES
690110,Trans-Natal Coal Corp,SOUTH AFRICA
253117,Transacciones Espe Com Pen1,PERU
261523,Transacciones Financieras SA,PERU
B7WF5R,Transaction Capital Ltd.,SOUTH AFRICA
B5W3KT,Transaero AirLines JSC,RUSSIA
B051VM,Transasia Airways Corporation,TAIWAN
289122,Transbrasil Linhas Prf Npv,BRAZIL
635049,"Transcend Information, Inc.",TAIWAN
B0TMBD,Transchem Limited,INDIA
B3ZVQT,"Transcom, Inc. (Taiwan)",TAIWAN
B6694M,TransContainer JSC,RUSSIA
B03SH4,Transcorp International Limited,INDIA
B2PY0X,TransCreditBank JSC,RUSSIA
652158,"Transdermal Asia Holdings Co., Ltd.",SOUTH KOREA
B29ZBB,Transformers and Rectifiers (India) Limited,INDIA
B03QBK,Transgene Biotek Limited.,INDIA
690547,Transmile Group Bhd.,MALAYSIA
289843,Transmis Y Equipos Ser'B1'Npv,MEXICO
290196,Transmisiones Y Equipos Mecanicos SA,MEXICO
B59NHY,Transneft OJSC Pref.,RUSSIA
688209,Transocean Holdings Bhd.,MALAYSIA
B0Z50Z,TransOceans Tours,EGYPT
672531,"Transpacific Broadband Group International, Inc.",PHILIPPINES
690144,Transpaco Limited,SOUTH AFRICA
608392,Transpek Finance Limited,INDIA
687712,Transpek Industry Limited,INDIA
B3D0BP,TransPolonia S.A.,POLAND
B1JMNW,Transport Corporation of India Limited,INDIA
290272,Transportacion Maritima Mexicana SA de CV,MEXICO
B2QS4K,Transtouch Technology Inc.,TAIWAN
B03MY7,Transtuerk Holding A.S.,TURKEY
B17KWQ,Transwarranty Finance Limited,INDIA
611659,"TranSystem, Inc.",TAIWAN
BFG0SX,"Travellers International Hotel Group, Inc.",PHILIPPINES
B0D8N1,Travelplanet.pl SA,POLAND
B7VLHQ,TRC Construction Public Co. Ltd.,THAILAND
B03QBR,TRC Financial Services Limited,INDIA
653459,TRC Synergy Bhd.,MALAYSIA
B676L0,Tree House Education & Accessories Limited,INDIA
609086,Trematon Capital Investments Limited,SOUTH AFRICA
690533,Trencor Limited,SOUTH AFRICA
692902,Trend Electronics Limited,INDIA
B2PZMD,Trendchip Technolo Twd10,TAIWAN
626187,Trent Limited,INDIA
B0HVSP,Tres Mares S.A.,CHILE
B08BYS,Trevisa Investimentos SA Pfd,BRAZIL
637431,TRF Limited.,INDIA
614129,"Tri Ocean Textile Co., Ltd.",TAIWAN
B7XWZX,Tribhovandas Bhimji Zaveri Limited,INDIA
B2QVJ9,Tribhuvan Housing Limited,INDIA
290749,Tribona ASA,BRAZIL
B7W76S,Triceps.pl SA,POLAND
624141,Tricircle Co Ltd,SOUTH KOREA
B29Q2P,Tricolor S.A.,CHILE
631409,Tricom India Limited,INDIA
B0507J,Tricubes Berhad Myr0.10,MALAYSIA
610280,Tridelta Magnet Te Zar0.01,SOUTH AFRICA
656386,Trident Limited,INDIA
B17FXN,Trident Real Estate Investment Trust,TAIWAN
B03LY3,Trident Tools Limited,INDIA
621043,Trigem Computer Inc.,SOUTH KOREA
651231,Trigyn Technologies Limited,INDIA
658992,Trijal Industries Limited,INDIA
216196,Trikem,BRAZIL
B031M6,Trilogic Digital Media Ltd.,INDIA
290430,Trilux Participac Prf Npv,BRAZIL
B66FHR,Trimurthi Drugs & Pharmaceuticals Limited,INDIA
490853,Trinecke Zelezarny Czk1000,CZECH REPUBLIC
B3CS8C,Trinethra Infra Ventures Limited,INDIA
613293,Trinetra Cement Limited,INDIA
638338,Trinity Co Ltd Krw100,SOUTH KOREA
B5Z571,Trinity Freehold & Leasehold Property Fund,THAILAND
659368,"Trinity Precision Technology Co., Ltd.",TAIWAN
657865,Trinity Watthana Public Co. Ltd.,THAILAND
B8VCMK,Trio Mercantile & Trading Ltd.,INDIA
B03SHD,Triochem Products Ltd.,INDIA
B04K6Z,Tripex Overseas Ltd.,INDIA
691026,TRIplc Bhd.,MALAYSIA
630572,Tripod Technology Corporation,TAIWAN
674433,Trisco Technology Corp.,TAIWAN
B1W3R8,Trishakti Electronics & Industries Limited,INDIA
B28M79,Trisul S.A.,BRAZIL
634271,Triton Corp Limited,INDIA
556961,Triton Development S.A.,POLAND
B05BB5,Triton Valves Limited,INDIA
690499,Triumphal Associates Bhd.,MALAYSIA
B05N27,Triveni Engineering and Industries Limited,INDIA
633878,Triveni Glass Limited,INDIA
B567V7,Triveni Turbine Limited,INDIA
290550,Trombini Sa Admin Prf Npv,BRAZIL
690218,Tropical Canning (Thailand) Public Co. Ltd.,THAILAND
647413,Tropicana Corp. Bhd.,MALAYSIA
688982,Tru-Tech Holdings Myr1,MALAYSIA
687593,"True Corp. Public Co., Ltd.",THAILAND
669681,Truelight Corporation,TAIWAN
B4Q3WS,"Trus Y 7 REIT Co., Ltd.",SOUTH KOREA
665051,"Trust-Search Corp.,Ltd.",TAIWAN
611348,Truworths International Limited,SOUTH AFRICA
B52H9Z,TRX Realty Logistica Logistica Renda I Fundo de Investimento Imobiliario - FII,BRAZIL
687505,TS Corp Pfd  Non-Voting,SOUTH KOREA
687083,TS Corporation,SOUTH KOREA
B01H74,"Tsang Yow Industrial Co., Ltd.",TAIWAN
690607,"Tsann Kuen Enterprise Co.,Ltd",TAIWAN
B3K3XR,"TSC Auto Id Technology Co., Ltd.",TAIWAN
B3NL0C,"TSE Co., Ltd",SOUTH KOREA
B597YM,TSH Biopharm Corporation Limited,TAIWAN
B053CZ,TSH Resources Bhd.,MALAYSIA
690667,Tsin Tsin Twd10,TAIWAN
609306,"Tsinghua Tongfang Co., Ltd. Class A",CHINA
B5M2H3,TSKB Gayrimenkul Yatirim Ortakligi Anonim Sirketi,TURKEY
B03MY9,TSKB Yatirim Ortakligi A.S.,TURKEY
B03QBX,TSL Industries Ltd.,INDIA
647958,TSM Global Bhd,MALAYSIA
658203,"TSM Tech Co., Ltd.",SOUTH KOREA
B61R1Q,Tsogo Sun Holdings Limited,SOUTH AFRICA
650989,TSR Capital Bhd.,MALAYSIA
687087,TSRC Corporation,TAIWAN
B59NJF,TSUM Trading House OJSC,RUSSIA
601329,Tt Resources Bhd Myr1,MALAYSIA
688568,"TT&T Public Co., Ltd.",THAILAND
690831,TTET Union Corporation,TAIWAN
B44FJL,TTFB Co. Ltd.,TAIWAN
688522,Ttk Biomed Ltd Inr10,INDIA
633112,TTK Healthcare Limited,INDIA
690748,TTK Prestige Limited,INDIA
688757,"TTL Industries Public Co., Ltd.",THAILAND
639787,TTY Biopharm Co. Ltd.,TAIWAN
546081,Tu Compensa Pln10,POLAND
290427,Tubacero Sa Ser'A'Npv,MEXICO
B157CB,Tube Investments of India Limited,INDIA
287185,Tubos de Acero de Mexico SA,MEXICO
B4N4BX,Tuchkovsky Works of Building Materials JSC,RUSSIA
613029,Tudor India Inr10,INDIA
B03MYH,Tuerk Demirdoekuem Fabrikalari Anonim Sirketi,TURKEY
B03MYL,Tuerk Prysmian Kablo ve Sistemleri A.S.,TURKEY
B03MYM,Tuerk Traktoer ve Ziraat Makineleri A.S.,TURKEY
B03MYC,Tuerk Tuborg Bira ve Malt Sanayii A.S.,TURKEY
B03MXS,Tuerkiye Kalkinma Bankasi A.S.,TURKEY
B0N6YC,Tuerkiye Vakiflar Bankasi Tuerk Anonim Ortakligi,TURKEY
B03MYD,Tukas Gida Sanayi ve Ticaret Anonim Sirketi,TURKEY
622048,"Tuksu Construction Co., Ltd.",SOUTH KOREA
643180,Tul Corporation,TAIWAN
B5BK6R,Tulaenergosbyt OJSC,RUSSIA
633066,Tulip Star Hotels Limited,INDIA
B0T66S,Tulip Telecom Limited,INDIA
639713,Tulive Developers Limited,INDIA
B2PY02,Tulsi Extrusions Limited,INDIA
643838,Tulsyan Nec Limited,INDIA
B0391J,Tumibt Co Ltd Krw500,SOUTH KOREA
B8BSM9,Tumosan Motor Ve Traktor Sanayi AS,TURKEY
B03MYF,Tumteks Tekstil Sanayi ve Ticaret A.S.,TURKEY
B95RLP,Tune Ins Holdings Bhd.,MALAYSIA
B8L2G6,Tung Bao Corp.,TAIWAN
690731,Tung Ho Steel Enterprise Corp.,TAIWAN
627633,"Tung Ho Textile Co., Ltd.",TAIWAN
629591,"Tung Kai Technology Engineering Co., Ltd.",TAIWAN
B1YYYZ,"Tung Thih Electronic Co., Ltd.",TAIWAN
B636X4,Tuni Textile Mills Limited,INDIA
690739,Tuntex Distinct Corp.,TAIWAN
290678,Tupy S.A.,BRAZIL
B5TVT0,Turbo-Mech Bhd.,MALAYSIA
642537,Turbocomm Tech Twd10,TAIWAN
B2NHSZ,Turbotech Engineering Ltd,INDIA
B19GSY,"Turbotek Co., Ltd",SOUTH KOREA
B03MYG,Turcas Petrol A.S.,TURKEY
681259,Turiya Bhd.,MALAYSIA
B03MYJ,Turk Ekonomi Bankasi AS,TURKEY
B03MYK,Turk Hava Yollari A.O.,TURKEY
B2RCGV,Turk Telekomuenikasyon A.S.,TURKEY
B03MYN,Turkcell Iletisim Hizmetleri A.S.,TURKEY
B03MYP,Turkiye Garanti Bankasi Anonim Sirketi,TURKEY
B1WTMP,Turkiye Halk Bankasi Anonim Sirketi,TURKEY
B03MYS,Turkiye Is Bankasi Anonim Sirketi Class C,TURKEY
B03MYT,Turkiye Petrol Rafinerileri A.S.,TURKEY
B03MY8,Turkiye Sinai Kalkinma Bankasi A.S.,TURKEY
B03MXR,Turkiye Sise ve Cam Fabrikalari A.S.,TURKEY
B1GN4C,Turtleship No.1 Sh Krw5000,SOUTH KOREA
B2Q4J2,Turtleship No.2 Sh Krw5000,SOUTH KOREA
B2R63S,Turtleship No.3 Sh Krw5000,SOUTH KOREA
B61Q06,Turtleship No.4 Sh Krw5000,SOUTH KOREA
B4THKW,Turtleship No.5 Sh Krw5000,SOUTH KOREA
B4VY6R,Turtleship No.6 Sh Krw5000,SOUTH KOREA
B5KKKT,Turtleship No.7 Sh Krw5000,SOUTH KOREA
B4T5HX,"Turvo International Co., Ltd.",TAIWAN
615753,Tuticorin Alkali Chemicals and Fertilizers Limited,INDIA
B03DNY,Tutis Technologies Limited,INDIA
B5BK7S,Tuymazy Plant for Concrete-Delivery Trucks OJSC,RUSSIA
B8L653,TV Direct Public Co. Ltd.,THAILAND
672671,TV Today Network Ltd.,INDIA
B1CKQW,TV18 Broadcast Limited,INDIA
B59JNR,Tver Energy Retail Company,RUSSIA
B712SF,"TVLogic Co., Ltd.",SOUTH KOREA
B1LGB1,TVN S.A.,POLAND
B1B806,TvNetWork Telecommunication Services Plc,HUNGARY
672741,TVS Electronics Limited,INDIA
B03D7M,Tvs Finance & Serv Inr10,INDIA
672654,TVS Motor Co. Ltd.,INDIA
631267,TVS Srichakra Limited,INDIA
690820,Tweefont Utd Colls Zar0.50,SOUTH AFRICA
626031,Twentyfirst Century Management Services Limited,INDIA
B927VK,"TWi Pharmaceuticals, Inc.",TAIWAN
B80QD2,"TwigoNet Europe, SE",CZECH REPUBLIC
B03GD6,Twilight Litaka Pharma Limited,INDIA
608262,Twinhead International Corp.,TAIWAN
632674,Twinstar Industries Limited,INDIA
B73DZ0,"Twinwill Optronics, Inc.",TAIWAN
687137,Twn Polyproplene,TAIWAN
B0X8XY,Twoway Communications Inc.,TAIWAN
B29J7M,TWP Holdings Ltd.,SOUTH AFRICA
B0QGZ2,TWZ Corp. Public Co. Ltd.,THAILAND
633624,TXC Corporation,TAIWAN
B1VKBC,"TY-Ohm Electronic Works Co., Ltd.",TAIWAN
B0CS7P,Tyan Computer Corp Twd10,TAIWAN
607777,"TYC Brother Industrial Co, Ltd.",TAIWAN
641903,Tyche Industries Limited,INDIA
690652,"Tycoons Group Enterprise Co., Ltd.",TAIWAN
671854,"Tycoons Worldwide Group (Thailand) Public Co., Ltd.",THAILAND
B75ZKW,Tylko Pilka SA,POLAND
B1YJKB,Tynsolar Corporation,TAIWAN
613622,Tyntek Corporation,TAIWAN
B03GNG,Tyroon Tea Co. Ltd.,INDIA
B39RLT,"Tyson Bioresearch, Inc.",TAIWAN
672951,Tz Tech Co Ltd Twd10,TAIWAN
690896,"TZE Shin International Co., Ltd.",TAIWAN
B03VR6,U P Hotels Limited,INDIA
623390,"U-Best Polymer Industry Co.,Ltd",TAIWAN
691019,U-Lead Ind Twd10,TAIWAN
691137,U-Ming Marine Transport Corp.,TAIWAN
654880,U-Tech Media Corporation,TAIWAN
667239,"U.I. Display Co., Ltd.",SOUTH KOREA
B2QZJK,UA Withya Public Co. Ltd.,THAILAND
673773,UABLE CO.LTD.,SOUTH KOREA
691442,UAC Bhd,MALAYSIA
664978,Uangel Corporation,SOUTH KOREA
637266,UB Engineering Limited,INDIA
690943,Ub Office System Twd10,TAIWAN
615678,"UBCare Co., Ltd.",SOUTH KOREA
690988,Ubg,MALAYSIA
B3L8YJ,Ubiquoss Inc.,SOUTH KOREA
B1XBK2,UBIS (Asia) PCL,THAILAND
B5B6PZ,Ubivelox Inc.,SOUTH KOREA
B743CZ,Uboat Line SA,POLAND
653779,"UBprecision Co., Ltd.",SOUTH KOREA
B3S2YY,Ubright Optronics Corporation,TAIWAN
660401,Ubs Corp Bhd Myr0.1,MALAYSIA
B030MP,Ububele Holdings Limited,SOUTH AFRICA
658602,Uc Icols Krw500,SOUTH KOREA
B03MZ1,Ucak Servisi A.S.,TURKEY
691740,UCAL Fuel Systems Limited,INDIA
290923,Ucar Carbon Sa Com Npv,@NA
B00PSW,Uchi Technologies Bhd.,MALAYSIA
691088,Ucm Indl Cp Myr1,MALAYSIA
672179,UCO Bank,INDIA
618356,Uda Holdings,MALAYSIA
BF5R49,Udaipur Cement Works Ltd.,INDIA
B4WNC9,UDE Corp.,TAIWAN
B59QXB,Udmurt Power Sale Co. OJSC,RUSSIA
B1CZZ2,"udn.com Co., Ltd.",TAIWAN
B03MYX,UElker Biskuevi Sanayi A.S.,TURKEY
600599,UEM Builders,MALAYSIA
B3FKMY,UEM Sunrise Bhd.,MALAYSIA
B03MYZ,UEnye Cimento Sanayii ve Ticaret A.S.,TURKEY
B59MCF,Ufa Engine Industrial Association OJSC,RUSSIA
634228,UFlex Limited,INDIA
B03QBZ,UG Hotels & Resorts Ltd.,INDIA
631577,Ui Energy Corp,SOUTH KOREA
B96LR4,Ujaas Energy Ltd.,INDIA
671807,"Uju Electronics Co., Ltd.",SOUTH KOREA
B03MYW,Uki Konfeksyion Try1,TURKEY
B56NF1,Ulan-Ude Aviation Plant OJSC,RUSSIA
B7L3Q7,Ulaslar Turizm Yatirimlari ve Dayanikli Tuketim Mallari,TURKEY
614887,Ulead Systems Twd10,TAIWAN
B05QFZ,Uli Electronics Twd10,TAIWAN
517624,ULMA Construccion Polska S.A.,POLAND
692212,Ultima Electronics Cor,TAIWAN
672520,"Ultra Chip, Inc.",TAIWAN
698800,"Ultra Construction & Engineering Co., Ltd.",SOUTH KOREA
628217,Ultra Source Techn Twd10,TAIWAN
B0LN86,Ultramarine & Pigments Limited,INDIA
B0FHTN,Ultrapar Participacoes S.A.,BRAZIL
B01GZF,UltraTech Cement Limited,INDIA
B56NF3,Ulyanovsk Automobile Plant OJSC,RUSSIA
648146,Umang Dairies Limited,INDIA
692139,UMS Holdings Bhd.,MALAYSIA
B13WDL,UMS-Neiken Group Bhd.,MALAYSIA
691082,UMW Holdings Bhd.,MALAYSIA
BDFM6W,UMW Oil & Gas Corp. Sdn. Bhd.,MALAYSIA
B03MYY,Unal Tarim Urunler Try1,TURKEY
B5ZTS4,"uNeedkorea Co., Ltd.",SOUTH KOREA
269828,Unefon Sa Ser'A'Npv,MEXICO
B01HLB,"Uni Chem Co., Ltd.",SOUTH KOREA
B02QRY,Uni Light Technolo Twd10,TAIWAN
637432,Uni-Abex Alloy Products Limited,INDIA
643183,Uni-Circuit Inc Twd10,TAIWAN
670039,Uni-President Enterprises Corp.,TAIWAN
B7987Y,Uni-Tubes Ltd.,INDIA
B02PFT,Unibanco - Uniao de Bancos Brasileiros SA,BRAZIL
B02PFW,Unibanco Holdings Com Npv,BRAZIL
291231,Unibanco-Uni Bco B Pref 'B' Shs Npv,BRAZIL
B2RCVT,UNIBEP S.A.,POLAND
629222,Unic Technology Corp.,TAIWAN
691623,Unicap Electronics Ind,TAIWAN
B4P6HK,Unicasa Industria de Moveis S.A.,BRAZIL
B00FQJ,Unichem Laboratories Limited,INDIA
661333,Unick Corporation,SOUTH KOREA
B01Y2Y,UNICO-DESA Plantations Bhd.,MALAYSIA
B67S27,"Unicon Optical Co., Ltd.",TAIWAN
691134,Unicord,THAILAND
B04H0M,"Unid Co., Ltd",SOUTH KOREA
612789,Unida Co. Ltd. 'A'Cny1,CHINA
632101,Unidus Corporation,SOUTH KOREA
631196,Unifer Holdings Zar0.01(Post Recon),SOUTH AFRICA
691380,Uniflex Cables Ltd.,INDIA
B0111K,Uniflex Technology Twd10,TAIWAN
620385,Uniform Industrial Corp.,TAIWAN
672997,Unifosa Corp.,TAIWAN
691176,Uniglory Marine,TAIWAN
671800,Unihold Zar0.50,SOUTH AFRICA
B1FRYH,Unima 2000 Systemy Teleinformatyczne S.A.,POLAND
B01VG4,Unimech Group Bhd.,MALAYSIA
633594,Unimer (Ste) SA,MOROCCO
643861,Unimers India Limited,INDIA
613772,Unimicron Technology Corp.,TAIWAN
B1G4K2,Unimil Pln1,POLAND
692195,Unimin India Limited,INDIA
B0JCCL,"Unimit Engineering Public Co., Ltd.",THAILAND
B88W0S,Unimode Overseas Ltd.,INDIA
B8DH71,Unimot Gaz SA,POLAND
691373,Unioil Resources & Holdings Co. Inc.,PHILIPPINES
615230,Union Alliance Med Zar0.001,SOUTH AFRICA
218564,Union Andina de Cementos SAA,PERU
691227,Union Asia Finance Public Company Ltd.,THAILAND
BCZQ4H,Union Auction Public Co. Ltd.,THAILAND
657963,Union Bank of India Limited,INDIA
692337,Union Bank Of Taiwan,TAIWAN
691454,Union Bank of the Philippines,PHILIPPINES
654964,Union Cement Company PSC,UNITED ARAB EMIRATES
692279,Union Corporation,SOUTH KOREA
291153,Union De Capitales Ser'B'Npv,MEXICO
219174,Union de Cervecerias Peruanas Backus y Johnston SAA,PERU
B1LJ7H,Union El Golf S.A.,CHILE
290847,Union Inmobiliaria S.A.,CHILE
608651,Union Insurance Co PSC,UNITED ARAB EMIRATES
620434,"Union Insurance Co., Ltd.",TAIWAN
B4WC38,Union Intraco PCL,THAILAND
691327,Union Leathr & Pri Twd10,TAIWAN
618181,Union Mines Zar0.005,SOUTH AFRICA
B02J7D,Union Mosaic Industry Public Co. Ltd.,THAILAND
691784,Union National Bank,UNITED ARAB EMIRATES
638819,Union National Bank Egypt,EGYPT
B1J5RH,Union Petrochemical Public Co. Ltd.,THAILAND
691243,"Union Pioneer Public Co., Ltd.",THAILAND
691342,"Union Plastic Public Co., Ltd.",THAILAND
B012B0,"Union Plus Technology Co., Ltd",TAIWAN
638838,Union Properties PJSC,UNITED ARAB EMIRATES
621046,"Union Semiconductor Equipment Co., Ltd.",SOUTH KOREA
691385,"Union Steel Manufacturing Co., Ltd.",SOUTH KOREA
691302,Union Tech Pub Co. Thb10(Local),THAILAND
691386,Union Textile Industries Public Co. Ltd.,THAILAND
290587,Unipar Carbocloro SA Pfd Class B,BRAZIL
529729,Unipetrol as,CZECH REPUBLIC
691455,Uniphoenix Cp Bhd Myr1,MALAYSIA
610156,Uniphos Enterprises Limited,INDIA
614841,"Uniplus Electronics Co., Ltd.",TAIWAN
B09WQ6,Uniply Industries Limited,INDIA
B03KFJ,Uniproducts Inr10,INDIA
B1L5Z9,Unique Engineering & Construction Pcl,THAILAND
691361,Unique Gas & Petro Thb10,THAILAND
B1W5ZK,Unique Mining Services Public Co. Ltd.,THAILAND
B09143,"Unique Optical Industrial Co., Ltd.",TAIWAN
614774,Unique Organics Limited,INDIA
B01XPG,Uniquest Corporation,SOUTH KOREA
B03QC4,Uniroyal Industries Limited,INDIA
B04J3N,Uniroyal Marine Exports Ltd,INDIA
691436,Unisel Gold Mines Limited,SOUTH AFRICA
B05MGY,Unisem (Malaysia) Bhd.,MALAYSIA
619525,"Unison Co., Ltd",SOUTH KOREA
613474,Unispin Hldgs Zar0.10,SOUTH AFRICA
625731,Unisys Softwares and Holding Industries Limited,INDIA
610559,"Unitech Computer Co., Ltd.",TAIWAN
B43MFS,"Unitech Electronic Co., Ltd.",TAIWAN
627372,Unitech Electronic Krw500,SOUTH KOREA
B578P2,Unitech International Limited,INDIA
B17MRV,Unitech Limited,INDIA
609642,Unitech Printed Circuit Board Corp.,TAIWAN
B3QWG9,United Aircraft Corporation JSC,RUSSIA
663261,United Alloy-Tech Company Ltd,TAIWAN
B1JQJN,United Arab Bank PJSC,UNITED ARAB EMIRATES
632699,United Arab Shipping,EGYPT
B61BJY,United Bank of India,INDIA
691560,United Bintang Bhd.,MALAYSIA
632236,United Breweries (Holdings) Limited,INDIA
B1683V,United Breweries Limited,INDIA
645662,United Broadcasting Corp.,THAILAND
691914,United Ceramics,TAIWAN
691918,United Communication Industry,THAILAND
B03KFK,United Credit Ltd,INDIA
665109,United Development Co.,QATAR
B03QC5,United Drilling Tools Limited,INDIA
466708,United Energy Czk1000,CZECH REPUBLIC
691771,United Engineers (Malaysia) Berhad,MALAYSIA
613555,United Epitaxy,TAIWAN
635335,United Fiber Optic Communication Inc.,TAIWAN
691555,United Flour Mill,THAILAND
B19RVV,United Foods Co. PSC,UNITED ARAB EMIRATES
629595,United Fu Shen Chen Technology Corp.,TAIWAN
691475,United Housing & Development,EGYPT
B1JQQN,United Insurance Co. P.S.C.,UNITED ARAB EMIRATES
610513,"United Integrated Services Co., Ltd.",TAIWAN
B03Q1S,United Interactive Limited,INDIA
B1GH1F,United Kaipara Dairies Co. PSC,UNITED ARAB EMIRATES
691668,United Malacca Bhd.,MALAYSIA
691659,United Malayan Land Bhd,MALAYSIA
691662,United Microelectronics Corp.,TAIWAN
669998,"United Oriental Glass Industrial Co., Ltd",TAIWAN
B02QCS,United Orthopedic Corporation,TAIWAN
607926,United Overseas Bank of Thailand Plc,THAILAND
